Aloo Cheese Cutlets,Indian,Vegetarian
Apple Gojju,Indian,Vegetarian
Anglo-Indian Mince Ball Curry,Anglo-Indian,Non-Vegetarian
Veg kurma with coconut,Indian,Kid-Friendly
Aloo Ka Achar,Indian,Vegetarian
Apple Cinnamon Jam,Indian,Kid-Friendly
Ragi roti,Indian,Vegetarian
Karivepilai Chutney,Indian,Vegetarian
Apple chutney,Indian,Vegetarian
Drumstick Curry,Indian,Non-Vegetarian
American Fruit Salad,American,Vegetarian
Crab masala,Indian,Non-Vegetarian
Fig ice cream for Kids,Indian,Kid-Friendly
Chilled Mango and Peach Cream,Continental,Vegetarian
Indian Prawn vindaloo,Indian,Non-Vegetarian
Apple Sauce Cake,American,Kid-Friendly
Onion Curry with coconut,Indian,Vegetarian
Simple eggplant curry,Indian,Kid-Friendly
Anglo-Indian Brinjal Curry,Anglo-Indian,Vegetarian
Indian Mushroom soup,Indian,Vegetarian
Tangy Cabbage Vada with coconut,Indian,Kid-Friendly
Eggnog,English,Festive
Apple Halwa with Dry Fruits,Indian,Festive
Andhra Chicken Fry,Indian,Non-Vegetarian
Alu-Poha Chatpata,Indian,Vegetarian
Almond Flavored Carrot Burfi,Indian,Festive
American Rolls,American,Non-Vegetarian
Indian Dalsa,Indian,Vegetarian
Aamras,Indian,Vegetarian
Aloo Mutter with tomatoes,Indian,Vegetarian
Arayes,Lebanese,Non-Vegetarian
Aloo Methi,Indian,Kid-Friendly
Arisi Payaru Sundal,Indian,High-Protein
Aloo Poori,Indian,Vegetarian
Apple and Apricot Pudding,English,Kid-Friendly
Jackfruit halwa for Kids,Indian,Kid-Friendly
Healthy Mulligatawny Soup,Anglo-Indian,Vegetarian
Aloo (Potato) Tikki,Indian,Vegetarian
Almond caramel float,Continental,Festive
Apple strudel,Continental,Vegetarian
Achari Prawn Pulao,Indian,Festive
Apple Oats Crumb,Continental,Kid-Friendly
Appam with coconut water,Indian,Kid-Friendly
Rice Flour Ghee Roti,Indian,Vegetarian
Chocolate Custard,Anglo-Indian,Festive
Aloo Noodle Cutlet,Indian,Vegetarian
Ande Ka Salan,Indian,Non-Vegetarian
Mixed vegetable Saagu,Indian,Vegetarian
Coconut Milk Rice,Indian,Vegetarian
Appam - Hoppers,Sri-Lankan,Vegetarian
Khoya,Indian,Kid-Friendly
Festive Sakkarai Pongal,Indian,Festive
American Lemon Cheesecake,American,Festive
Sweet Pongal for Festivals,Indian,Kid-Friendly
Hawaian Salad,American,Vegetarian
Mutton Uppu Kandam,Indian,Non-Vegetarian
Carrot Bajji,Indian,Kid-Friendly
Chilli Chicken,Indian,Non-Vegetarian
Khoya for Kids,Indian,Kid-Friendly
Chuck Burger,American,Non-Vegetarian
Continental Banana Bread,Continental,Vegetarian
Alu Mayonnaise,Indian,Vegetarian
Anjeer Almond ki Katli,Indian,Kid-Friendly
American Chopsuey,American,Kid-Friendly
Aloo Masaledar,Indian,Vegetarian
Ven Pongal,Indian,Festive
Amritsari Fish,Indian,Non-Vegetarian
Adhirasam,Indian,Festive
Aloo Baingan Curry,Indian,Vegetarian
Apple crisp,Indian,Kid-Friendly
Golden Sajjappa,Indian,Festive
Cardamom Flavoured Banana Lassi,Indian,Kid-Friendly
Arisi maavu roti,Indian,Vegetarian
Alo jilo,Indian,Vegetarian
Anchovies Sambal,Malaysian,Non-Vegetarian
Achari Chicken,Indian,Non-Vegetarian
Appams,Indian,Vegetarian
Aam Johra,Indian,Festive
Chilli Paneer,Indian,Vegetarian
Aam Ka Achar,Indian,Vegetarian
Amchoor Chutney,Indian,Festive
Cauliflower Rice,Indian,Vegetarian
Paal Payasam,Indian,Kid-Friendly
Appam with mashed bananas,Indian,Kid-Friendly
Ajwain Ki Chai,Indian,Vegetarian
Spicy Vegetable and Lentils Pulao,Indian,Vegetarian
Golden Macaroni Pakoda,Indian,Vegetarian
Appe,Indian,Festive
Almond Nescafe Cookies,Continental,Kid-Friendly
Angel Cake dessert,Continental,Festive
Curry Leaves Chutney,Indian,Vegetarian
Pineapple Stuffed Triangles,Indian,Vegetarian
Arabic Shawarma,Arab,Non-Vegetarian
Apple Cup Cakes,Continental,Kid-Friendly
Choco ice cream,Indian,Kid-Friendly
Goondh Pak for kids,Indian,Kid-Friendly
Lemon Pickle,Indian,Vegetarian
Easter Egg Salad,Continental,Festive
Aloo - Papad,Indian,Vegetarian
Adharak ki chutney,Indian,Vegetarian
Aanapakaya Payasam,Indian,Festive
Festive Besan Mysore Pak,Indian,Festive
Aloogadde Palya,Indian,Vegetarian
American Chop Suey,Chinese,Non-Vegetarian
Anglo Indian Vegetable Patties,Anglo-Indian,Non-Vegetarian
Muglai Paneer,Indian,Vegetarian
Agathi keerai curry,Indian,Vegetarian
Almond Vanilla Custard Ice Cream - Kulfi,Indian,Kid-Friendly
Anarkali,Indian,Vegetarian
Aloo Parantha,Indian,Kid-Friendly
Akara Vadisal,Indian,Kid-Friendly
Amti (Maharashtrian Dal),Indian,Vegetarian
Appetising Salad,Continental,Vegetarian
Kadalai Curry,Indian,Vegetarian
Aatte Ke Laddoo,Indian,Festive
Apple Cheese Sandwich,Continental,Kid-Friendly
Semolina Kesari with Pineapple,Indian,Festive
Suji Bread in Malai,Indian,Vegetarian
3-Berry Lemon Trifle,American,Kid-Friendly
Cheese Bacon Omelette,Continental,Non-Vegetarian
Poori Payasam,Indian,Kid-Friendly
Almond tabbouleh,Arab,Vegetarian
Egg Batura,Indian,Non-Vegetarian
Veg Kurma,Indian,Vegetarian
Alu bhath,Indian,Vegetarian
Alleppey Fish Curry,Indian,Non-Vegetarian
Afghani chicken korma,Afghani,Non-Vegetarian
Agar Agar pudding,Indian,Kid-Friendly
Amritsari laccha paratha,Indian,Vegetarian
Aloo Dahi Wada,Indian,Kid-Friendly
Almond Burfi,Indian,Kid-Friendly
Anglo-Indian Pepper Water,Anglo-Indian,Vegetarian
Almorth (Mixed Meat and vegetable Stew),Anglo-Indian,Non-Vegetarian
Amla rice,Indian,Vegetarian
American Corn Curry,Indo-American,Vegetarian
Chickpeas curry,Indian,Vegetarian
Aleti Paleti,Indian,Festive
Aam Dal,Indian,Vegetarian
Tamarind rasam,Indian,Vegetarian
Arab Falafel,Arab,Vegetarian
Aloo Pauwa (Poha),Indian,Vegetarian
Apple and date porridge,Indian,Vegetarian
Aloo Tikki (Potato Cutlets),Indian,Vegetarian
Continental Bread Sticks,Continental,Vegetarian
Fish Roll,Continental,Non-Vegetarian
Low Fat Diet Salad,Continental,Low-Fat
Spinach Dal with Tomatoes,Indian,Vegetarian
Tangy Spinach Gravy,Indian,Vegetarian
Arabic Breakfast,Middle-East,Vegetarian
Tangy Eggplant Gotsu,Indian,Vegetarian
Anglo-Indian hot masala chops,Anglo-Indian,Non-Vegetarian
Aloo Sev,Indian,Vegetarian
Apple Mint Tea,American,Low-Calorie
Aam ka Panna,Indian,Vegetarian
Apple Chocolate Smoothie,Indian,Vegetarian
Palak Sambar,Indian,Vegetarian
"Apple, Orange and Celery Blend",Indian,Kid-Friendly
Aamrakhand,Indian,Kid-Friendly
Aam ka Ras,Indian,Kid-Friendly
Punjabi Murg Makhani,Indian,Non-Vegetarian
Amaretto Cake,Continental,Non-Vegetarian
Chinese Prawn Toast,Chinese,Non-Vegetarian
Traditional Christmas Cake,American,Festive
Leftover Idli Pakoda,Indian,Vegetarian
Chilled Strawberry Souffle,Indian,Vegetarian
Indian Patholi,Indian,Festive
Ajwain Lachha Paratha,Indian,Kid-Friendly
Hawaian rolls,Indian,Vegetarian
Afghan Kadhai,Afghani,Non-Vegetarian
Apple Pie for Easter,Continental,Festive
American Stuffed tomatoes,American,Vegetarian
Peas Pulav,Indian,Vegetarian
Green Peas Pulav,Indian,Kid-Friendly
Butter Chicken,Indian,Non-Vegetarian
Anglo-Indian Mince Paste Sandwiches,Anglo-Indian,Non-Vegetarian
Semolina halwa with nuts,Indian,Kid-Friendly
African Chicken Wings,African,Non-Vegetarian
Mango Mawa Barfi,Indian,Kid-Friendly
Sesame Chicken Salad,Indian,Non-Vegetarian
Amritsari Kulcha,Indian,Vegetarian
Cheese Potato Puris,Indian,Kid-Friendly
Ada Pradhaman,Indian,Festive
Apple Beet Cucumber Juice,Indian,Vegetarian
Almond Cashew Halwa,Indian,Festive
Doi potol,Indian,Vegetarian
Anglo- Indian Brain Cutlets,Anglo-Indian,Non-Vegetarian
Apple bulghar,Indian,Vegetarian
Plain Egg Salad,Indian,Non-Vegetarian
Akki Unde Kadubu,Indian,Vegetarian
Apple Wine,Anglo-Indian,Festive
Arborio Rice in Buttermilk,Indian,Vegetarian
Apple Milkshake,Indian,Vegetarian
Tangy Groundnut Thokku,Indian,Vegetarian
Mayonnaise,Continental,Non-Vegetarian
Manga Kadala,Indian,Vegetarian
Ambat bhat,Indian,Vegetarian
Apricot Summer Sundae,American,Kid-Friendly
Almond Carrot Kheer,Indian,Festive
Asian Noodles,Asian,Vegetarian
Vanilla Lassi,Indian,Vegetarian
Macaroni Pakoda,Indian,Kid-Friendly
Appetising Jeera Goli,Indian,Vegetarian
Apple Bajji,Indian,Kid-Friendly
Aaoshi Smoked Pork with Fermented Soya Bean,Indian,Non-Vegetarian
Sweet Rava Idly with Jaggery,Indian,Kid-Friendly
Alchikeri,Indian,Vegetarian
Gaajar chawal,Indian,Vegetarian
Apple Jam,Continental,Kid-Friendly
Easy Microwave Carrot Halwa,Indian,Kid-Friendly
Cabbage Pakodi ki subzi,Indian,Vegetarian
Capsicum Masala Curry,Indian,Vegetarian
Mutton chops with Indian Spices,Indian,Non-Vegetarian
Aamai Vadai,Indian,Vegetarian
Anglo-Indian Savoury Mince Cutlets,Anglo-Indian,Non-Vegetarian
Hot Sweet Sour Paste,Indian,Vegetarian
All India Kootu,Indian,Vegetarian
Marinated Chicken Tikka Masala,Indian,Non-Vegetarian
Appam Batter,Indian,Vegetarian
Kali Mirch Murg,Indian,Non-Vegetarian
Chini Hakka Noodles,Chinese,Kid-Friendly
Chicken with Coriander and Mint,Indian,Non-Vegetarian
3 Flour Sukhadi,Indian,Festive
Alisa (Cracked Wheat With Mutton Porridge),Indian,Non-Vegetarian
Andhra Chicken,Indian,Non-Vegetarian
American Short Bread Cookies,American,Kid-Friendly
Eggless Cake,Indian,Kid-Friendly
American Hot Chicken Wings,American,Non-Vegetarian
Amritphal,Indian,Vegetarian
Fish in Buttermilk Masala,Indian,Non-Vegetarian
Aloo Moong Dal Karara Wala,Indian,High-Protein
Inji oorugai,Indian,Vegetarian
Alu Paratha,Indian,Vegetarian
Paneer in Tomato Gravy,Indian,Vegetarian
Khus-Khus Naan,Indian,Vegetarian
Chicken in Vinegar,Indian,Non-Vegetarian
Kabuli,Asian,Kid-Friendly
Andhra Stuffed Brinjal,Indian,Vegetarian
Kabuli Chana with Potatoes,Indian,Vegetarian
American Chocolate Vanilla Cake,American,Festive
Poosanikai ( Ash Gourd) kootu,Indian,Vegetarian
Aloo Gobi Masala,Indian,Vegetarian
Ajwain Poori,Indian,Vegetarian
Hawaii Toast,Indian,Vegetarian
Andhra Style Chilli Chicken,Indian,Non-Vegetarian
1-2-3 Chilli Chicken,Indian,Non-Vegetarian
Mango Pickle for All,Indian,Kid-Friendly
Appetising Gobi Manchurian,Chinese,Kid-Friendly
Rice Flour Pindi,Indian,Kid-Friendly
Hari Mirch ka Hara Halwa,Indian,Vegetarian
Til aur Gud ka Chappati,Indian,Vegetarian
Andhra Palli Chutney,Indian,Vegetarian
Apple and Apricot Sandesh Pudding,Indian,Vegetarian
American Spinach Pie,American,Kid-Friendly
Hawaian Ginger Saffron Ice Cream,Continental,Vegetarian
Amarantha Stems and Jack Fruit Seed Sukke,Indian,Vegetarian
Aate Ki Pinni,Indian,Vegetarian
Tomato Side Dish,Indian,Vegetarian
Almond Halwa,Indian,Vegetarian
Amritsari Chole,Indian,Vegetarian
Apple Cheddar Crumble,American,Kid-Friendly
Anglo-Indian Pork Vindaloo,Anglo-Indian,Non-Vegetarian
Almond Date Rolls,Indian,Kid-Friendly
Palak Paneer with Tomatoes,Indian,Vegetarian
Tandoori Masala Chicken Biryani,Indian,Non-Vegetarian
Caramel Pudding for Kids,Anglo-Indian,Kid-Friendly
Andhra Kadhi,Indian,Vegetarian
Almond Cappuccino,Continental,Vegetarian
Anjeer Slices,Indian,Kid-Friendly
Achari Gosht Aur Hari Mirch,Pakistani,Non-Vegetarian
Kulkuls,Indian,Kid-Friendly
Aloo Bharta,Indian,Vegetarian
American Strawberry Mousse,American,Kid-Friendly
Indian Shukto,Indian,Vegetarian
Amla Pickle,Indian,Vegetarian
Sweet Potato Pone with Eggs,Indian,Festive
Jeera Pulao with peas,Indian,Vegetarian
Amla ka Pickle,Indian,Vegetarian
Aniseed Sherbet,Indian,Vegetarian
Stuffed Ghrekins,Indian,Vegetarian
Healthy Ragi Dosa,Indian,Vegetarian
Healthy Ragi Roti,Indian,Vegetarian
Acquacotta,Italian,Non-Vegetarian
5 Cup Sweet,Indian,Festive
American Salad in Indian Style,Indo-American,Vegetarian
Almond Chocolate Fudge,Anglo-Indian,Festive
Aaloo-Baingan Mash,Indian,Vegetarian
Salami Cocktail,Indian,Festive
Apricot Bars,Indian,Festive
Aloo Mutter,Indian,Vegetarian
Aloo Baigain (Potato and Brinjal),Indian,Vegetarian
Apple compote,American,Kid-Friendly
Chinese Green Onion Pancakes,Chinese,Non-Vegetarian
American Butter Cream,American,Vegetarian
Apple Cider Doughnut,Continental,Vegetarian
Arbi-Methi Kadhi,Indian,Vegan
Apple Banana Carrot (ABC) Halwa,Indian,Kid-Friendly
Almond Chocolate Pudding,Indian,Vegetarian
Aattu Kaal Soup (Paaya),Indian,Non-Vegetarian
Amritsari Baigan,Indian,Vegetarian
Vada roll,Indian,Kid-Friendly
Arisa Pitha,Indian,Kid-Friendly
Apple Choco Shake,Indian,Kid-Friendly
Chilled Shrikhand,Indian,Kid-Friendly
Aloo ka chow chow,Indian,Vegetarian
Chilled Strawberry Cake,Continental,Vegetarian
Adrak Masala Chai,Indian,Vegetarian
Besan Gatte ki Sabzi,Indian,Vegetarian
Almond and Pistachio Dessert,Continental,Kid-Friendly
Aamti,Indian,Vegetarian
Apple Roll with Vanilla Cream,Indian,Kid-Friendly
Aloo Karela Subzi,Indian,Vegetarian
Almond Icing,Anglo-Indian,Festive
Stuffed Tomatoes,Indian,Vegetarian
Aloo Tuk,Indian,Festive
Alpine Muesli with Red and Green Grapes,American,Vegetarian
String beans curry,Indian,Vegetarian
Almond and Orange Rava Kesari,Indian,Festive
Arisium Paruppu,Indian,Vegetarian
Aloo chole,Indian,Vegetarian
Aloo Kheer,Indian,Vegetarian
Aloo Beans,Indian,Vegetarian
Almond Custard,Anglo-Indian,Festive
Coconut Milk Dosas,Indian,Vegetarian
Egg Masala Curry,Indian,Non-Vegetarian
Chicken with Asaparagus Salad,American,Non-Vegetarian
Achar Timun,Malaysian,Vegetarian
Aloo-Pulses Kichdi,Indian,Vegetarian
Angoor Basundi,Indian,Kid-Friendly
Apple Custard Pie,American,Kid-Friendly
Continental Pineapple Souffle,Continental,Kid-Friendly
Kootu,Indian,Vegetarian
Aloo matar,Indian,Vegetarian
Quick Coconut Burfi with Ghee,Indian,Kid-Friendly
Eggless Banana Cake with Cinnamon,Indian,Kid-Friendly
Apple Mor Kuzhambu,Indian,Vegetarian
Apple Tokku,Indian,Vegetarian
Achaari Mushroom and Peas Pulav,Indian,Vegetarian
Spinach Curd Raita,Indian,Vegetarian
Almond Butter crunch Candy,American,Festive
Shrimp Vada,Indian,Non-Vegetarian
Walnut Chutney with curd,Indian,Vegetarian
Afghani Baingan,Indian,Vegetarian
Amrakand,Indian,Vegetarian
"Apple, Celery and Walnut Salad",Continental,Kid-Friendly
Grilled Meat Kofta,Indian,Non-Vegetarian
All Purpose Pooris,Indian,Vegetarian
Apple Country Chicken Thighs,Continental,Non-Vegetarian
Anarsa,Indian,Vegetarian
Paneer Methi,Indian,Vegetarian
Apple And Peanut Butter Wrap,Anglo-Indian,Vegetarian
Aloo Bonda,Indian,Vegetarian
Ande Ka Mitha,Indian,Non-Vegetarian
A Salute to the Tricolour: Cool Salad,Indian,Festive
Continental Egg Pudding,Continental,Festive
Appetising Shahi paneer,Indian,Vegetarian
Machi Biriyani,Indian,Festive
Andhra Pesarattu,Indian,Vegetarian
Clay pot Soya Bean Paneer,Chinese,Non-Vegetarian
Keema Kofta Biryani,Indian,Non-Vegetarian
Almond Nankathai,Indian,Festive
Anda Pav,Indian,Kid-Friendly
Mixed vegetable korma,Indian,Vegetarian
Soya Bean Paneer,Continental,Non-Vegetarian
Yummy Peas Pulao,Indian,Vegetarian
Aloo rasawalla,Indian,Vegetarian
Ajwain flavored roti,Indian,Kid-Friendly
Aloo Channa Ghessi,Indian,Vegetarian
Amritsari Chhole,Indian,Vegetarian
Chocolate Fudge Cake,Continental,Kid-Friendly
Anglo Indian Fish Croquettes,Anglo-Indian,Non-Vegetarian
Almond Cookies,American,Kid-Friendly
Almond Seera,Indian,Kid-Friendly
Karivepilai Sambar,Indian,Vegetarian
Indian Spicy Roti,Indian,Vegetarian
Mixed Veg Curry in Tomato gravy,Indian,Vegetarian
Apple Cream Delight,Continental,Kid-Friendly
American Strawberry Pie,American,Kid-Friendly
Apple Raita,Indian,Vegetarian
Aloo Samosas,Indian,Vegetarian
Indian Dal Makhni for All,Indian,Kid-Friendly
Moong Dal palak,Indian,Vegetarian
Caramel Pudding,Continental,Kid-Friendly
Golden Cabbage Potato Pakoda,Indian,Kid-Friendly
Aate Ke Ladoo,Indian,Vegetarian
Spicy Curry Leaf Aloo,Indian,Vegetarian
Mulinja Haaq (Greens of Kohlrabi),Indian,Vegetarian
Almond carrot grape smoothie,Indian,Vegetarian
Oats Upma,Indian,Kid-Friendly
Aloo Cucumber Curry,Indian,Vegetarian
Akki (Rice Flour) Roti,Indian,Vegetarian
Rich Mutton Biryani with Indian Spices,Indian,Non-Vegetarian
Christmas Fudge,Continental,Festive
Aam pora Shorbot,Indian,Vegetarian
Capers Dip,Indian,Kid-Friendly
Keerai Kootu,Indian,Vegetarian
Apple Banana Salad,Indian,Kid-Friendly
All fruit salad,Indian,Vegetarian
Christmas Rum And Raisin Cake,Anglo-Indian,Festive
Chilli Ginger Chicken,Indian,Non-Vegetarian
Star Fruit Preserve,Indian,Vegetarian
Mint Pulao with Potatoes,Indian,Vegetarian
Chicken Cutlet in white sauce,Continental,Non-Vegetarian
Machi Dhaniawala,Continental,Non-Vegetarian
Aate Ki Raab,Indian,Festive
Ajwain Water,Indian,Vegetarian
Chundole (Mutton Roast),Indian,Non-Vegetarian
Arbi Sabzi,Indian,Vegetarian
Machuri,Indian,Kid-Friendly
Anardhana Churan,Indian,Vegetarian
Apple cake,American,Vegetarian
Amma's Khichdi,Indian,Kid-Friendly
Curry Leaf Spiced Potatoes,Indian,Vegetarian
Egg Coconut Masala Curry,Indian,Non-Vegetarian
Peas vada,Indian,Kid-Friendly
Anzac Biscuits with Rolled Oats,Indian,Kid-Friendly
Cheese Mini Puri Sandwiches,Indian,Kid-Friendly
Aloo Omelette,Indian,Non-Vegetarian
Achaari Aloo,Indian,Vegetarian
Brinjal Perugu Pachadi,Indian,Vegetarian
Gobi (Cauliflower) ka kheema,Indian,Vegetarian
Green Onion Pancakes,Indian,Non-Vegetarian
Anglo-Indian Beef And Vegetable Stew,Anglo-Indian,Non-Vegetarian
Agra Petha,Indian,Kid-Friendly
A Quick and Simple Mutton Lamb Curry,Anglo-Indian,Non-Vegetarian
Apricot and custard delight,American,Kid-Friendly
Guntur Chicken,Indian,Non-Vegetarian
Coconut Pancakes,Anglo-Indian,Kid-Friendly
Khara Boondhi for Diwali,Indian,Kid-Friendly
Diced Mushroom Masala with Spring Onions,Indian,Vegetarian
Carrot Koftas In Creamy Float,Indian,Vegetarian
Apple Crumble Pudding,Indian,Kid-Friendly
Aloo Wadi,Indian,Vegetarian
Amruthaphala Coconut Milk Fudge,Indian,Kid-Friendly
Sago Kheer,Indian,Kid-Friendly
Continental Chocolate Fudge Cake,Continental,Festive
Aloo Dum,Indian,Vegetarian
Aloo bonda with brown rice,Indian,Vegetarian
Vegetables in Vinegar,Indian,Vegetarian
Crab Meat Masala,Indian,Non-Vegetarian
Appam with Yeast,Indian,Vegetarian
Andae Ke Lawaze,Indian,Kid-Friendly
Aloo Tamatar Palak,Indian,Vegetarian
Valencian Rice,Continental,Vegetarian
Achari Gobhi,Indian,Vegetarian
Veg Momos,Tibetan,Festive
Mixed Vegetable Casserole,Anglo-Indian,Kid-Friendly
Tripuri Pork Salad,Indian,Non-Vegetarian
Apricot Health Drink,Indian,Vegetarian
Fruit and nut sandwich,American,Kid-Friendly
Grape Milk Shake,Indian,Vegetarian
Appetising Matar Paneer,Indian,Vegetarian
Gundruk and Sinki Soup,Indian,Vegetarian
Aam Ki Gutli,Indian,Kid-Friendly
Apple and plum crumble for kids,Continental,Kid-Friendly
Chinese Spring Rolls,Chinese,Vegetarian
Veg Club Sandwich,Continental,Kid-Friendly
Angel Food Candy,Continental,Festive
Maharastrian Vada Pav,Indian,Vegetarian
Easy Aloo Gobi,Indian,Vegetarian
Aloo Poshto,Indian,Vegetarian
Bhindi Kurkuri,Indian,Vegetarian
Apple Tuna Sandwich,American,Non-Vegetarian
Fried Channa Dal,Indian,Festive
7 Cups Sweet,Indian,Kid-Friendly
Chocolate Burfi,Indian,Festive
Zarda Gane Ras Ka,Indian,Vegetarian
Fruity Glace Icing,Indian,Festive
Walnut Pudding,Indian,Festive
Apple Cider,Indian,Vegetarian
Almond Pudding,Indian,Festive
Urad dal chutney,Indian,Vegetarian
Egg Roll,Indian,Kid-Friendly
Batatya Chya Kachrya,Indian,Vegetarian
Sofyani Pullao,Indian,Non-Vegetarian
Almond Omelette,American,Non-Vegetarian
Veggie Wrap,Continental,Kid-Friendly
Vegetable Pie,Continental,Vegetarian
Peanut Curd chutney,Indian,Festive
Fruit Pooranpoli,Indian,Kid-Friendly
"Apple, Banana and Carrot Halwa",Indian,Kid-Friendly
Unni Appam,Indian,Festive
Apple Tea,Mediterranean,Vegetarian
Udupi Dosa,Indian,Vegetarian
Creamy Prawn Curry with Papaya,Indian,Non-Vegetarian
Vegetables Basket,Indian,Vegetarian
Cold Coffee Crunch,Anglo-Indian,Festive
Yummy Mutton Biryani,Indian,Non-Vegetarian
Vegetable Frankie,Indian,Vegetarian
"Yogurt, Pineapple, Banana Whip",Anglo-Indian,Festive
Maharashtrian Goda (Black) Masala,Indian,Vegetarian
Traditional Omelette Curry,Indian,Non-Vegetarian
Traditional Ven Pongal,Indian,Vegetarian
Yogurt Dip,Indian,Festive
Zucchini and Tomato chutney,Indian,Vegetarian
Tasty Fish Fry,Indian,Non-Vegetarian
Aloo Tikki for Weight Watchers,Indian,Vegetarian
Wheat Pinnie,Indian,Vegetarian
Plain Microwave Chicken Curry,Indian,Non-Vegetarian
Grilled Tomato Pickups,Indian,Kid-Friendly
Vegetable Seekh Kebab,Indian,Vegetarian
Mangai Arachu Kalaki,Indian,Vegetarian
Vatha Kuzambhu,Indian,Vegetarian
Veggie Corn,Indian,Vegetarian
Triple treat chutney,Indian,Vegetarian
Aloo Paratas,Indian,Vegetarian
Italian Risotto,Continental,Non-Vegetarian
Vermicelli Burfi,Indian,Festive
Almond Kova Burfi,Indian,Festive
Blueberry and Kiwi Moulds,American,Vegetarian
Cheesy Peppery Slices,Continental,Kid-Friendly
Pumpkin Cutlets,Chinese,Vegetarian
Choco-Nut Cake,Indian,Festive
Traditional Vegetable Manchurian,Indian,Non-Vegetarian
Plain Lauki-Tamatar Subzi,Indian,Vegetarian
Plain Mexican Tacos,Mexican,Vegetarian
Stuffed Egg Fuyong,Chinese,Non-Vegetarian
Raspberry Chocolate,Continental,Vegetarian
Traditional Roast Beef Sandwiches,Anglo-Indian,Non-Vegetarian
Tri Ratan Koki,Indian,Vegetarian
Wheat Rava Dosa,Indian,Vegetarian
Vaishakhi paratha,Indian,Vegetarian
Mint Chutney Sandwiches,Anglo-Indian,Kid-Friendly
Wheat Flakes-Oat Phirni,Indian,Kid-Friendly
Vegetable Chunks in Tomato Gravy,Indian,Vegetarian
Pomegranate Sprout Bhel,Indian,Low-Calorie
Spicy Lentil rice,Indian,Vegetarian
Aloo Methi with Dry Methi leaves,Indian,Kid-Friendly
Traditional Tomato Bhath,Indian,Vegetarian
Chayote Squash,Indian,Vegetarian
Turai ki chutney,Indian,Vegetarian
Unda puttu,Indian,Non-Vegetarian
Chicken Pickle in Vinegar,Anglo-Indian,Non-Vegetarian
Plain Aloo Posto,Indian,Vegetarian
Goan Chicken Vindaloo,Indian,Festive
Wheat Flakes-Potato Papadums,Indian,Kid-Friendly
Vegetable Bhath,Indian,Vegetarian
Fruit Cake with Apricot Jam,American,Kid-Friendly
Egg Chicken,Indian,Non-Vegetarian
Whacky Cake,American,Kid-Friendly
Festive Badam Kheer,Indian,Vegetarian
Mixed Vegetable Pancakes - Waffles,Indian,Kid-Friendly
Amchoor Powder,Indian,Vegetarian
Aloo Tikkia,Indian,Festive
Kashmiri mirch Crab Curry,Indian,Non-Vegetarian
Yummy Sponge Cake,English,Kid-Friendly
Plantain bajji,Indian,Vegetarian
Tuna And Pasta Bake,Anglo-Indian,Non-Vegetarian
Almond Halwa with Saffron,Indian,Festive
Vegetarian Palak rice,Indian,Vegetarian
Lauki masala,Indian,Vegetarian
Tuvar Masala Bath,Indian,Vegetarian
Vathakuzhambu thokku,Indian,Vegetarian
Aloo Palak Masala,Indian,Vegetarian
Vanilla Gateaux,French,Kid-Friendly
Zero oil mixed vegetable curry,Indian,Vegetarian
Crab Vindaloo,Indian,Non-Vegetarian
Almond Tikki with Chhole,Indian,Vegetarian
Potato jeera fry,Indian,Vegetarian
Tropical Milk Shake,Indian,Kid-Friendly
Vegetable Masala Sandwich,Indian,Vegetarian
Turai Coconut,Indian,Vegetarian
Saffron Coconut Rice,Indian,Vegetarian
Kothamalli Rice,Indian,Vegetarian
Tamarind Raita,Indian,Vegetarian
Veggi Fried Rice,Chinese,Vegetarian
Lemonade with watermelons,Continental,Kid-Friendly
Instant Kuzhi Paniyaaram,Indian,Vegetarian
Ajwain Halwa,Indian,Festive
Zaikedar palak,Indian,Vegetarian
Kiwiango,Indian,Vegetarian
Vendakkai Morkozhambu,Indian,Vegetarian
Simple Bottle Gourd Halwa,Indian,Vegetarian
White Radish Greens Vegetable,Indian,Vegetarian
Vegetable Club Sandwiches,Anglo-Indian,Kid-Friendly
Vanilla Flavored Chocolate Fudge with Nuts,Anglo-Indian,Festive
Tuna Dip,Continental,Kid-Friendly
Aloo Methi with Drumstick Leaves,Indian,Vegetarian
Tortilla Spring Rolls,Indian,Vegetarian
Veg Hotpot,Indian,Vegetarian
Yoghurt Shorba,Indian,Vegetarian
Vegetable Cutlet,Indian,Vegetarian
Sea Crabs Coconut Fry,Indian,Non-Vegetarian
Dahi Parwal,Indian,Vegetarian
Wholesome Cutlets,Indian,Vegetarian
Yummy Mutton Curry,Indian,Non-Vegetarian
Vaal Dal Pulav,Indian,Vegetarian
Amrood ki chutney,Indian,Vegetarian
Simple Sambar,Indian,Vegetarian
White Pumpkin - Ash Gourd Curry,Anglo-Indian,Vegetarian
Yummy pepper Chicken,Indian,Non-Vegetarian
Yummy Thayir Vadai,Indian,Kid-Friendly
Aloo Hara Masala,Indian,Vegetarian
Vada Hariyali,Indian,Kid-Friendly
Vermicelli and Mango Dessert,Indian,Festive
Tropical Pinch,Indian,Kid-Friendly
Vegetable Lollipop,Indian,Vegetarian
Hot Chocolate Fudge,Continental,Festive
Date and Lentil Pulao,Indian,Vegetarian
Spicy Tender Vegan Mix,Indian,Vegan
Traditional Vegetable Pulao,Indian,Vegetarian
